Source,Target,Category,Kind,Subcategory Name,Elements of Subcategory,Specific Text from Privacy Policy
Service Providers,Objects and Scenery Recognition,Inferred and Analytical Data,Automatically Collected Information,Content Analysis,Objects and scenery in media,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Face or Body Part Detection,Inferred and Analytical Data,Automatically Collected Information,Content Analysis,Existence or location of face or other body parts,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Speech-to-Text Transcriptions,Inferred and Analytical Data,Automatically Collected Information,Content Analysis,Text of words spoken in your User Content,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Inferred Age-Range,Inferred and Analytical Data,Automatically Collected Information,Inferred Attributes,Inferred age-range,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Inferred Gender,Inferred and Analytical Data,Automatically Collected Information,Inferred Attributes,Inferred gender,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Interests and Preferences,Inferred and Analytical Data,Automatically Collected Information,Inferred Attributes,Interests and preferences,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Cookie Identifiers,Cookies and Tracking Technologies,Automatically Collected Information,Cookie Data,Cookie identifiers,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Session Tokens,Cookies and Tracking Technologies,Automatically Collected Information,Cookie Data,Session tokens,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Web Beacons,Cookies and Tracking Technologies,Automatically Collected Information,Tracking Information,Web beacons,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Pixel Tags,Cookies and Tracking Technologies,Automatically Collected Information,Tracking Information,Pixel tags,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Activities on Other Websites and Apps,Third-Party and External Data,Information From Other Sources,Data from Advertising and Analytics Partners,Activities on other websites and apps,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Products or Services Purchased Elsewhere,Third-Party and External Data,Information From Other Sources,Data from Advertising and Analytics Partners,Products or services you purchased elsewhere,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Mobile Identifiers for Advertising,Third-Party and External Data,Information From Other Sources,Data from Advertising and Analytics Partners,Mobile identifiers for advertising,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Hashed Email Addresses,Third-Party and External Data,Information From Other Sources,Data from Advertising and Analytics Partners,Hashed email addresses,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Hashed Phone Numbers,Third-Party and External Data,Information From Other Sources,Data from Advertising and Analytics Partners,Hashed phone numbers,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Cookie Identifiers (Third Parties),Third-Party and External Data,Information From Other Sources,Data from Advertising and Analytics Partners,Cookie identifiers from third parties,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Payment Confirmation Details,Third-Party and External Data,Information From Other Sources,Data from Merchants and Service Providers,Payment confirmation details,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Delivery Information (from Merchants),Third-Party and External Data,Information From Other Sources,Data from Merchants and Service Providers,Delivery information from merchants,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Email Address from Third Parties,Third-Party and External Data,Information From Other Sources,Data from Third-Party Platforms,Email address from third party platforms,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,User ID from Third Parties,Third-Party and External Data,Information From Other Sources,Data from Third-Party Platforms,User ID from third party platforms,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Public Profile from Third Parties,Third-Party and External Data,Information From Other Sources,Data from Third-Party Platforms,Public profile from third party platforms,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Contact Information Synced by Others,Contact Information,Information From Other Sources,Contacts Provided by Others,Your contact information synced by other users,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Data from TikTok Developer Tools Integrations,Third-Party and External Data,Information From Other Sources,Data from Third-Party Platforms,Information from interactions with third party services that integrate TikTok Developer Tools,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Safety and Content Moderation Data,Third-Party and External Data,Information From Other Sources,Data from Third-Party Platforms,Safety and Content Moderation Data,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Publicly Available Information,Third-Party and External Data,Information From Other Sources,Data from Public and External Sources,Publicly available information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Data from Government Authorities,Third-Party and External Data,Information From Other Sources,Data from Public and External Sources,Data from government authorities,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Data from Professional Organisations,Third-Party and External Data,Information From Other Sources,Data from Public and External Sources,Data from professional organisations,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Data from Charity Groups,Third-Party and External Data,Information From Other Sources,Data from Public and External Sources,Data from charity groups,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Mentions in Content,Third-Party and External Data,Information From Other Sources,Mentions in Content,Information about you in other users' content or messages,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Third Party Platforms and Partners,Date of Birth,Personally Identifiable Information,Information You Provide,Basic Personal Details,Date of Birth,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Username,Personally Identifiable Information,Information You Provide,Basic Personal Details,Username,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Email Address,Personally Identifiable Information,Information You Provide,Basic Personal Details,Email Address,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Telephone Number,Personally Identifiable Information,Information You Provide,Basic Personal Details,Telephone Number,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Bio,Personally Identifiable Information,Information You Provide,Profile Information,Bio,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Profile Photo,Personally Identifiable Information,Information You Provide,Profile Information,Profile Photo,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Photographs,User-Generated Content,Information You Provide,Media Content,Photographs,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Videos,User-Generated Content,Information You Provide,Media Content,Videos,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Audio Recordings,User-Generated Content,Information You Provide,Media Content,Audio Recordings,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Livestreams,User-Generated Content,Information You Provide,Media Content,Livestreams,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Comments,User-Generated Content,Information You Provide,Textual Content,Comments,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Hashtags,User-Generated Content,Information You Provide,Textual Content,Hashtags,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Feedback,User-Generated Content,Information You Provide,Textual Content,Feedback,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Reviews,User-Generated Content,Information You Provide,Textual Content,Reviews,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Content Metadata,User-Generated Content,Information You Provide,Content Metadata,"When, where, and by whom the content was created","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Clipboard Text,User-Generated Content,Information You Provide,Clipboard Content,Text from device's clipboard,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Clipboard Images,User-Generated Content,Information You Provide,Clipboard Content,Images from device's clipboard,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Clipboard Videos,User-Generated Content,Information You Provide,Clipboard Content,Videos from device's clipboard,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Location Tags in Content,Location Data,Information You Provide,Location Tags in Content,Tagged locations in posts,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Direct Message Content,Communication Data,Information You Provide,Direct Messages,Content of the message,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Direct Message Metadata,Communication Data,Information You Provide,Direct Messages,"Time sent, received, read; participants","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Names from Phone Book,Contact Information,Information You Provide,Device Contacts,Names from your device’s phone book,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Phone Numbers from Phone Book,Contact Information,Information You Provide,Device Contacts,Phone numbers from your device’s phone book,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Email Addresses from Phone Book,Contact Information,Information You Provide,Device Contacts,Email addresses from your device’s phone book,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Your Social Network Public Profile Information,Contact Information,Information You Provide,Social Network Contacts,Your public profile information from social networks,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Names of Social Network Contacts,Contact Information,Information You Provide,Social Network Contacts,Names of your social network contacts,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Profiles of Social Network Contacts,Contact Information,Information You Provide,Social Network Contacts,Profiles of your social network contacts,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Device Model,Device and Technical Information,Automatically Collected Information,Device Information,Device model,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Operating System,Device and Technical Information,Automatically Collected Information,Device Information,Operating system,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,IP Address,Device and Technical Information,Automatically Collected Information,Network Information,IP address,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,System Language,Device and Technical Information,Automatically Collected Information,Device Information,System language,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Device ID,Device and Technical Information,Automatically Collected Information,Automatically Assigned Identifiers,Device ID,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,User ID,Device and Technical Information,Automatically Collected Information,Automatically Assigned Identifiers,User ID,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Content Viewed,Usage and Interaction Data,Automatically Collected Information,Engagement Metrics,Content viewed,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Duration of Use,Usage and Interaction Data,Automatically Collected Information,Engagement Metrics,Duration of your use,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Frequency of Use,Usage and Interaction Data,Automatically Collected Information,Engagement Metrics,Frequency of your use,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Engagement with Other Users,Usage and Interaction Data,Automatically Collected Information,Engagement Metrics,Your engagement with other users,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Search History,Usage and Interaction Data,Automatically Collected Information,Search and Activity History,Your search history,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Settings,Usage and Interaction Data,Automatically Collected Information,Settings and Preferences,Your settings,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Advertisers,Information about ad performance,Inferred and Analytical Data,Automatically Collected Information,"•	Aggregated Statistics",Information about ad performance,We provide advertisers with aggregate information about the performance of their ads and other content on the Platform in order to help them measure their effectiveness.
Third Party Measurement Providers,Date of Birth,Personally Identifiable Information,Information You Provide,Basic Personal Details,Date of Birth,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Username,Personally Identifiable Information,Information You Provide,Basic Personal Details,Username,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Email Address,Personally Identifiable Information,Information You Provide,Basic Personal Details,Email Address,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Telephone Number,Personally Identifiable Information,Information You Provide,Basic Personal Details,Telephone Number,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Bio,Personally Identifiable Information,Information You Provide,Profile Information,Bio,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Profile Photo,Personally Identifiable Information,Information You Provide,Profile Information,Profile Photo,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Photographs,User-Generated Content,Information You Provide,Media Content,Photographs,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Videos,User-Generated Content,Information You Provide,Media Content,Videos,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Audio Recordings,User-Generated Content,Information You Provide,Media Content,Audio Recordings,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Livestreams,User-Generated Content,Information You Provide,Media Content,Livestreams,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Comments,User-Generated Content,Information You Provide,Textual Content,Comments,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Hashtags,User-Generated Content,Information You Provide,Textual Content,Hashtags,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Feedback,User-Generated Content,Information You Provide,Textual Content,Feedback,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Reviews,User-Generated Content,Information You Provide,Textual Content,Reviews,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Content Metadata,User-Generated Content,Information You Provide,Content Metadata,"When, where, and by whom the content was created","We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Clipboard Text,User-Generated Content,Information You Provide,Clipboard Content,Text from device's clipboard,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Clipboard Images,User-Generated Content,Information You Provide,Clipboard Content,Images from device's clipboard,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Clipboard Videos,User-Generated Content,Information You Provide,Clipboard Content,Videos from device's clipboard,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Device Model,Device and Technical Information,Automatically Collected Information,Device Information,Device model,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Operating System,Device and Technical Information,Automatically Collected Information,Device Information,Operating system,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Keystroke Patterns or Rhythms,Device and Technical Information,Automatically Collected Information,Technical Diagnostics,Keystroke patterns or rhythms,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,IP Address,Device and Technical Information,Automatically Collected Information,Network Information,IP address,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,System Language,Device and Technical Information,Automatically Collected Information,Device Information,System language,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Crash Reports,Device and Technical Information,Automatically Collected Information,Technical Diagnostics,Crash reports,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Performance Logs,Device and Technical Information,Automatically Collected Information,Technical Diagnostics,Performance logs,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Device ID,Device and Technical Information,Automatically Collected Information,Automatically Assigned Identifiers,Device ID,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,User ID,Device and Technical Information,Automatically Collected Information,Automatically Assigned Identifiers,User ID,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Content Viewed,Usage and Interaction Data,Automatically Collected Information,Engagement Metrics,Content viewed,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Duration of Use,Usage and Interaction Data,Automatically Collected Information,Engagement Metrics,Duration of your use,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Frequency of Use,Usage and Interaction Data,Automatically Collected Information,Engagement Metrics,Frequency of your use,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Engagement with Other Users,Usage and Interaction Data,Automatically Collected Information,Engagement Metrics,Your engagement with other users,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Search History,Usage and Interaction Data,Automatically Collected Information,Search and Activity History,Your search history,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Settings,Usage and Interaction Data,Automatically Collected Information,Settings and Preferences,Your settings,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Payment Card Details,Transaction and Financial Information,Information You Provide,Payment Information,Payment Card Details,"When you make a purchase through the shopping features on our Platform, we share Purchase Information related to the transaction with the merchant, payment and transaction fulfilment providers, and other service providers."
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Billing Information,Transaction and Financial Information,Information You Provide,Payment Information,Billing Information,"When you make a purchase through the shopping features on our Platform, we share Purchase Information related to the transaction with the merchant, payment and transaction fulfilment providers, and other service providers."
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Payment Confirmation Details,Transaction and Financial Information,Information You Provide,Payment Information,Payment Confirmation Details,"When you make a purchase through the shopping features on our Platform, we share Purchase Information related to the transaction with the merchant, payment and transaction fulfilment providers, and other service providers."
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Items Purchased,Transaction and Financial Information,Information You Provide,Purchase Details,Items Purchased,"When you make a purchase through the shopping features on our Platform, we share Purchase Information related to the transaction with the merchant, payment and transaction fulfilment providers, and other service providers."
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Transaction Amounts,Transaction and Financial Information,Information You Provide,Purchase Details,Transaction Amounts,"When you make a purchase through the shopping features on our Platform, we share Purchase Information related to the transaction with the merchant, payment and transaction fulfilment providers, and other service providers."
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Purchase or Payment Dates,Transaction and Financial Information,Information You Provide,Purchase Details,Purchase or Payment Dates,"When you make a purchase through the shopping features on our Platform, we share Purchase Information related to the transaction with the merchant, payment and transaction fulfilment providers, and other service providers."
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Shipping Address,Transaction and Financial Information,Information You Provide,Delivery Information,Shipping Address,"When you make a purchase through the shopping features on our Platform, we share Purchase Information related to the transaction with the merchant, payment and transaction fulfilment providers, and other service providers."
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Delivery Status,Transaction and Financial Information,Information You Provide,Delivery Information,Delivery Status,"When you make a purchase through the shopping features on our Platform, we share Purchase Information related to the transaction with the merchant, payment and transaction fulfilment providers, and other service providers."
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Device Model,Device and Technical Information,Automatically Collected Information,Device Information,Device Model,We may also share certain Technical Information about your device or connection with these parties to help ensure the security of the transaction.
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Operating System,Device and Technical Information,Automatically Collected Information,Device Information,Operating System,We may also share certain Technical Information about your device or connection with these parties to help ensure the security of the transaction.
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",System Language,Device and Technical Information,Automatically Collected Information,Device Information,System Language,We may also share certain Technical Information about your device or connection with these parties to help ensure the security of the transaction.
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Device ID,Device and Technical Information,Automatically Collected Information,Automatically Assigned Identifiers,Device ID,We may also share certain Technical Information about your device or connection with these parties to help ensure the security of the transaction.
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",IP Address,Device and Technical Information,Automatically Collected Information,Network Information,IP Address,We may also share certain Technical Information about your device or connection with these parties to help ensure the security of the transaction.
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Network Type,Device and Technical Information,Automatically Collected Information,Network Information,Network Type,We may also share certain Technical Information about your device or connection with these parties to help ensure the security of the transaction.
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Crash Reports,Device and Technical Information,Automatically Collected Information,Technical Diagnostics,Crash Reports,We may also share certain Technical Information about your device or connection with these parties to help ensure the security of the transaction.
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Performance Logs,Device and Technical Information,Automatically Collected Information,Technical Diagnostics,Performance Logs,We may also share certain Technical Information about your device or connection with these parties to help ensure the security of the transaction.
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Keystroke Patterns or Rhythms,Device and Technical Information,Automatically Collected Information,Technical Diagnostics,Keystroke Patterns or Rhythms,We may also share certain Technical Information about your device or connection with these parties to help ensure the security of the transaction.
Entities within our corporate group,Date of Birth,Personally Identifiable Information,Information You Provide,Basic Personal Details,Date of Birth,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Username,Personally Identifiable Information,Information You Provide,Basic Personal Details,Username,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Email Address,Personally Identifiable Information,Information You Provide,Basic Personal Details,Email Address,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Telephone Number,Personally Identifiable Information,Information You Provide,Basic Personal Details,Telephone Number,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Password,Basic Personal Details,Information You Provide,Basic Personal Details,Password,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Bio,Personally Identifiable Information,Information You Provide,Profile Information,Bio,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Profile Photo,Personally Identifiable Information,Information You Provide,Profile Information,Profile Photo,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Photographs,User-Generated Content,Information You Provide,Media Content,Photographs,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Videos,User-Generated Content,Information You Provide,Media Content,Videos,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Audio Recordings,User-Generated Content,Information You Provide,Media Content,Audio Recordings,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Livestreams,User-Generated Content,Information You Provide,Media Content,Livestreams,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Comments,User-Generated Content,Information You Provide,Textual Content,Comments,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Hashtags,User-Generated Content,Information You Provide,Textual Content,Hashtags,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Feedback,User-Generated Content,Information You Provide,Textual Content,Feedback,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
