Source,Target,Subcategory,Category,Kind,Text
Service Providers,Mobile Identifiers for Advertising,Data from Advertising and Analytics Partners,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Hashed Email Addresses,Data from Advertising and Analytics Partners,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Hashed Phone Numbers,Data from Advertising and Analytics Partners,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Cookie Identifiers (Third Parties),Data from Advertising and Analytics Partners,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Payment Confirmation Details,Data from Merchants and Service Providers,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Delivery Information (from Merchants),Data from Merchants and Service Providers,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Email Address from Third Parties,Data from Third-Party Platforms,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,User ID from Third Parties,Data from Third-Party Platforms,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Public Profile from Third Parties,Data from Third-Party Platforms,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Contact Information Synced by Others,Contacts Provided by Others,Contact Information,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Data from TikTok Developer Tools Integrations,Data from Third-Party Platforms,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Safety and Content Moderation Data,Data from Third-Party Platforms,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Publicly Available Information,Data from Public and External Sources,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Data from Government Authorities,Data from Public and External Sources,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Data from Professional Organisations,Data from Public and External Sources,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Data from Charity Groups,Data from Public and External Sources,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Mentions in Content,Mentions in Content,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Third Party Platforms and Partners,Date of Birth,Basic Personal Details,Personally Identifiable Information,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Username,Basic Personal Details,Personally Identifiable Information,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Email Address,Basic Personal Details,Personally Identifiable Information,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Telephone Number,Basic Personal Details,Personally Identifiable Information,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Profile Bio,Profile Information,Personally Identifiable Information,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Profile Photo,Profile Information,Personally Identifiable Information,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Photographs,Media Content,User-Generated Content,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Videos,Media Content,User-Generated Content,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Audio Recordings,Media Content,User-Generated Content,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Livestreams,Media Content,User-Generated Content,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Comments,Textual Content,User-Generated Content,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Hashtags,Textual Content,User-Generated Content,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Feedback,Textual Content,User-Generated Content,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Reviews,Textual Content,User-Generated Content,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Content Metadata,Content Metadata,User-Generated Content,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Clipboard Text,Clipboard Content,User-Generated Content,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Clipboard Images,Clipboard Content,User-Generated Content,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Clipboard Videos,Clipboard Content,User-Generated Content,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Location Information,Location Tags in Content,Location Data,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Message Content,Direct Messages,Communication Data,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Timestamps,Direct Messages,Communication Data,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Names from Phone Book,Device Contacts,Contact Information,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Phone Numbers from Phone Book,Device Contacts,Contact Information,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Email Addresses from Phone Book,Device Contacts,Contact Information,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Your Social Network Public Profile Information,Social Network Contacts,Contact Information,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Names of Social Network Contacts,Social Network Contacts,Contact Information,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Profiles of Social Network Contacts,Social Network Contacts,Contact Information,Information You Provide,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Device Model,Device Information,Device and Technical Information,Automatically Collected Information,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Operating System,Device Information,Device and Technical Information,Automatically Collected Information,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,IP Address,Network Information,Device and Technical Information,Automatically Collected Information,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,System Language,Device Information,Device and Technical Information,Automatically Collected Information,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Device ID,Automatically Assigned Identifiers,Device and Technical Information,Automatically Collected Information,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,User ID,Automatically Assigned Identifiers,Device and Technical Information,Automatically Collected Information,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Content Viewed,Engagement Metrics,Usage and Interaction Data,Automatically Collected Information,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Duration of Use,Engagement Metrics,Usage and Interaction Data,Automatically Collected Information,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Frequency of Use,Engagement Metrics,Usage and Interaction Data,Automatically Collected Information,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Engagement with Other Users,Engagement Metrics,Usage and Interaction Data,Automatically Collected Information,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Search History,Search and Activity History,Usage and Interaction Data,Automatically Collected Information,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Settings,Settings and Preferences,Usage and Interaction Data,Automatically Collected Information,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Advertisers,Information about ad performance,Aggregated Statistics,Inferred and Analytical Data,Automatically Collected Information,We provide advertisers with aggregate information about the performance of their ads and other content on the Platform in order to help them measure their effectiveness.
Third Party Measurement Providers,Date of Birth,Basic Personal Details,Personally Identifiable Information,Information You Provide,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Username,Basic Personal Details,Personally Identifiable Information,Information You Provide,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Email Address,Basic Personal Details,Personally Identifiable Information,Information You Provide,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Telephone Number,Basic Personal Details,Personally Identifiable Information,Information You Provide,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Profile Bio,Profile Information,Personally Identifiable Information,Information You Provide,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Profile Photo,Profile Information,Personally Identifiable Information,Information You Provide,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Photographs,Media Content,User-Generated Content,Information You Provide,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Videos,Media Content,User-Generated Content,Information You Provide,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Audio Recordings,Media Content,User-Generated Content,Information You Provide,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Livestreams,Media Content,User-Generated Content,Information You Provide,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Comments,Textual Content,User-Generated Content,Information You Provide,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Hashtags,Textual Content,User-Generated Content,Information You Provide,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Feedback,Textual Content,User-Generated Content,Information You Provide,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Reviews,Textual Content,User-Generated Content,Information You Provide,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Content Metadata,Content Metadata,User-Generated Content,Information You Provide,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Clipboard Text,Clipboard Content,User-Generated Content,Information You Provide,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Clipboard Images,Clipboard Content,User-Generated Content,Information You Provide,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Clipboard Videos,Clipboard Content,User-Generated Content,Information You Provide,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Device Model,Device Information,Device and Technical Information,Automatically Collected Information,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Operating System,Device Information,Device and Technical Information,Automatically Collected Information,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Keystroke Patterns or Rhythms,Technical Diagnostics,Device and Technical Information,Automatically Collected Information,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,IP Address,Network Information,Device and Technical Information,Automatically Collected Information,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,System Language,Device Information,Device and Technical Information,Automatically Collected Information,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Crash Reports,Technical Diagnostics,Device and Technical Information,Automatically Collected Information,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Performance Logs,Technical Diagnostics,Device and Technical Information,Automatically Collected Information,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Device ID,Automatically Assigned Identifiers,Device and Technical Information,Automatically Collected Information,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,User ID,Automatically Assigned Identifiers,Device and Technical Information,Automatically Collected Information,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Content Viewed,Engagement Metrics,Usage and Interaction Data,Automatically Collected Information,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Duration of Use,Engagement Metrics,Usage and Interaction Data,Automatically Collected Information,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Frequency of Use,Engagement Metrics,Usage and Interaction Data,Automatically Collected Information,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Engagement with Other Users,Engagement Metrics,Usage and Interaction Data,Automatically Collected Information,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Search History,Search and Activity History,Usage and Interaction Data,Automatically Collected Information,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
Third Party Measurement Providers,Settings,Settings and Preferences,Usage and Interaction Data,Automatically Collected Information,"We also share Information You Provide, Technical Information, and Usage Information with third party measurement providers who help us measure advertising served on the Platform."
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Payment Card Details,Payment Information,Transaction and Financial Information,Information You Provide,"When you make a purchase through the shopping features on our Platform, we share Purchase Information related to the transaction with the merchant, payment and transaction fulfilment providers, and other service providers."
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Billing Information,Payment Information,Transaction and Financial Information,Information You Provide,"When you make a purchase through the shopping features on our Platform, we share Purchase Information related to the transaction with the merchant, payment and transaction fulfilment providers, and other service providers."
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Payment Confirmation Details,Payment Information,Transaction and Financial Information,Information You Provide,"When you make a purchase through the shopping features on our Platform, we share Purchase Information related to the transaction with the merchant, payment and transaction fulfilment providers, and other service providers."
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Items Purchased,Purchase Details,Transaction and Financial Information,Information You Provide,"When you make a purchase through the shopping features on our Platform, we share Purchase Information related to the transaction with the merchant, payment and transaction fulfilment providers, and other service providers."
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Transaction Amounts,Purchase Details,Transaction and Financial Information,Information You Provide,"When you make a purchase through the shopping features on our Platform, we share Purchase Information related to the transaction with the merchant, payment and transaction fulfilment providers, and other service providers."
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Purchase or Payment Dates,Purchase Details,Transaction and Financial Information,Information You Provide,"When you make a purchase through the shopping features on our Platform, we share Purchase Information related to the transaction with the merchant, payment and transaction fulfilment providers, and other service providers."
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Shipping Address,Delivery Information,Transaction and Financial Information,Information You Provide,"When you make a purchase through the shopping features on our Platform, we share Purchase Information related to the transaction with the merchant, payment and transaction fulfilment providers, and other service providers."
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Delivery Status,Delivery Information,Transaction and Financial Information,Information You Provide,"When you make a purchase through the shopping features on our Platform, we share Purchase Information related to the transaction with the merchant, payment and transaction fulfilment providers, and other service providers."
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Device Model,Device Information,Device and Technical Information,Automatically Collected Information,We may also share certain Technical Information about your device or connection with these parties to help ensure the security of the transaction.
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Operating System,Device Information,Device and Technical Information,Automatically Collected Information,We may also share certain Technical Information about your device or connection with these parties to help ensure the security of the transaction.
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",System Language,Device Information,Device and Technical Information,Automatically Collected Information,We may also share certain Technical Information about your device or connection with these parties to help ensure the security of the transaction.
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Device ID,Automatically Assigned Identifiers,Device and Technical Information,Automatically Collected Information,We may also share certain Technical Information about your device or connection with these parties to help ensure the security of the transaction.
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",IP Address,Network Information,Device and Technical Information,Automatically Collected Information,We may also share certain Technical Information about your device or connection with these parties to help ensure the security of the transaction.
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Network Type,Network Information,Device and Technical Information,Automatically Collected Information,We may also share certain Technical Information about your device or connection with these parties to help ensure the security of the transaction.
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Crash Reports,Technical Diagnostics,Device and Technical Information,Automatically Collected Information,We may also share certain Technical Information about your device or connection with these parties to help ensure the security of the transaction.
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Performance Logs,Technical Diagnostics,Device and Technical Information,Automatically Collected Information,We may also share certain Technical Information about your device or connection with these parties to help ensure the security of the transaction.
"Merchants, Payment and Transaction Fulfilment Providers, and Other Service Providers",Keystroke Patterns or Rhythms,Technical Diagnostics,Device and Technical Information,Automatically Collected Information,We may also share certain Technical Information about your device or connection with these parties to help ensure the security of the transaction.
Entities within our corporate group,Date of Birth,Basic Personal Details,Personally Identifiable Information,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Username,Basic Personal Details,Personally Identifiable Information,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Email Address,Basic Personal Details,Personally Identifiable Information,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Telephone Number,Basic Personal Details,Personally Identifiable Information,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Password,Basic Personal Details,Personally Identifiable Information,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Profile Bio,Profile Information,Personally Identifiable Information,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Profile Photo,Profile Information,Personally Identifiable Information,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Photographs,Media Content,User-Generated Content,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Videos,Media Content,User-Generated Content,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Audio Recordings,Media Content,User-Generated Content,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Livestreams,Media Content,User-Generated Content,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Comments,Textual Content,User-Generated Content,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Hashtags,Textual Content,User-Generated Content,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Feedback,Textual Content,User-Generated Content,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Reviews,Textual Content,User-Generated Content,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Content Metadata,Content Metadata,User-Generated Content,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Clipboard Text,Clipboard Content,User-Generated Content,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Clipboard Images,Clipboard Content,User-Generated Content,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Clipboard Videos,Clipboard Content,User-Generated Content,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Location Information,Location Tags in Content,Location Data,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Message Content,Direct Messages,Communication Data,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Timestamps,Direct Messages,Communication Data,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Merchant Communications,Merchant Communications,Communication Data,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Virtual Assistant Interactions,Merchant Communications,Communication Data,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Names from Phone Book,Device Contacts,Contact Information,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Phone Numbers from Phone Book,Device Contacts,Contact Information,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Email Addresses from Phone Book,Device Contacts,Contact Information,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Your Social Network Public Profile Information,Social Network Contacts,Contact Information,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Names of Social Network Contacts,Social Network Contacts,Contact Information,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Profiles of Social Network Contacts,Social Network Contacts,Contact Information,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Contacts Provided by Others,Contacts Provided by Others,Contact Information,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Payment Card Information,Payment Information,Transaction and Financial Information,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Billing Information,Payment Information,Transaction and Financial Information,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Delivery Information,Delivery Information,Transaction and Financial Information,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Contact Information (Purchases),Purchase Details,Transaction and Financial Information,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Items Purchased,Purchase Details,Transaction and Financial Information,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Survey Responses,User Participation Data,User-Generated Content,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Research Participation Data,User Participation Data,User-Generated Content,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
